"Source","Input","Mesh","Output","Count","DropChance","Tier"
"JSON","minecraft:gravel","exdeorum:diamond_mesh","exdeorum:nickel_ore_chunk","1","9.00%","5"
"JSON","minecraft:gravel","exdeorum:diamond_mesh","exdeorum:osmium_ore_chunk","1","7.00%","5"
"JSON","minecraft:gravel","exdeorum:diamond_mesh","exdeorum:silver_ore_chunk","1","8.00%","5"
"JSON","minecraft:gravel","exdeorum:diamond_mesh","exdeorum:thorium_ore_chunk","1","7.00%","5"
"JSON","minecraft:gravel","exdeorum:diamond_mesh","exdeorum:tin_ore_chunk","1","11.00%","5"
"JSON","minecraft:gravel","exdeorum:diamond_mesh","exdeorum:zinc_ore_chunk","1","8.00%","5"
"KubeJS","minecraft:sand","exdeorum:diamond_mesh","actuallyadditions:black_quartz","1","11%","5"
"JSON","minecraft:sand","exdeorum:diamond_mesh","ae2:certus_quartz_crystal","1","9.00%","5"
"JSON","minecraft:sand","exdeorum:diamond_mesh","ae2:charged_certus_quartz_crystal","1","2.00%","5"
"KubeJS","minecraft:sand","exdeorum:diamond_mesh","allthemodium:allthemodium_nugget","1","1%","5"
"KubeJS","minecraft:sand","exdeorum:diamond_mesh","alltheores:fluorite","1","15%","5"
"KubeJS","minecraft:sand","exdeorum:diamond_mesh","powah:uraninite","1","7%","5"
"JSON","exdeorum:crushed_blackstone","exdeorum:netherite_mesh","exdeorum:blackstone_pebble","1","75.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:boron_ore_chunk","1","9.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:copper_ore_chunk","1","10.0%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:deepslate_pebble","1","70.0%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:gold_ore_chunk","1","15.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:iridium_ore_chunk","1","6.50%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:iron_ore_chunk","1","20.0%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:lead_ore_chunk","1","12.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:lithium_ore_chunk","1","8.50%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:magnesium_ore_chunk","1","14.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:nickel_ore_chunk","1","15.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:osmium_ore_chunk","1","14.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:platinum_ore_chunk","1","9.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:silver_ore_chunk","1","12.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:thorium_ore_chunk","1","11.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:tin_ore_chunk","1","16.00%","6"
"JSON","exdeorum:crushed_deepslate","exdeorum:netherite_mesh","exdeorum:uranium_ore_chunk","1","12.00%","6"
"JSON","exdeorum:crushed_netherrack","exdeorum:netherite_mesh","exdeorum:blackstone_pebble","1","65.00%","6"
"JSON","exdeorum:crushed_netherrack","exdeorum:netherite_mesh","exdeorum:cobalt_ore_chunk","1","11.00%","6"
"JSON","exdeorum:dust","exdeorum:netherite_mesh","ae2:certus_quartz_dust","1","11.00%","6"
"JSON","exdeorum:dust","exdeorum:netherite_mesh","ae2:sky_dust","1","11.00%","6"
"JSON","exdeorum:dust","exdeorum:netherite_mesh","enderio:grains_of_infinity","1","13.50%","6"
"KubeJS","Materials.Blackstone","exdeorum:netherite_mesh","allthemodium:allthemodium_nugget","1","15%","6"
"KubeJS","Materials.Blackstone","exdeorum:netherite_mesh","occultism:raw_iesnium","1","5%","6"
"KubeJS","Materials.Dust","exdeorum:netherite_mesh","alltheores:salt","2","12%","6"
"KubeJS","Materials.Dust","exdeorum:netherite_mesh","alltheores:sulfur","2","12%","6"
"KubeJS","Materials.SoulSand","exdeorum:netherite_mesh","mysticalagriculture:prosperity_shard","2","18%","6"
"KubeJS","Materials.SoulSand","exdeorum:netherite_mesh","mysticalagriculture:soulium_dust","1","10%","6"
"JSON","minecraft:dirt","exdeorum:netherite_mesh","exdeorum:deepslate_pebble","1","65.00%","6"
"JSON","minecraft:dirt","exdeorum:netherite_mesh","exdeorum:grass_seeds","1","20.0%","6"
"JSON","minecraft:dirt","exdeorum:netherite_mesh","exdeorum:mycelium_spores","1","20.0%","6"
"JSON","minecraft:dirt","exdeorum:netherite_mesh","exdeorum:stone_pebble","1","40.0%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:aluminum_ore_chunk","1","9.00%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:boron_ore_chunk","1","6.50%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:copper_ore_chunk","1","10.0%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:deepslate_pebble","1","62.50%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:gold_ore_chunk","1","9.00%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:iridium_ore_chunk","1","5.50%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:iron_ore_chunk","1","17.00%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:lead_ore_chunk","1","11.00%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:magnesium_ore_chunk","1","12.00%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:nickel_ore_chunk","1","10.0%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:osmium_ore_chunk","1","9.00%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:silver_ore_chunk","1","11.00%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:thorium_ore_chunk","1","7.50%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:tin_ore_chunk","1","12.00%","6"
"JSON","minecraft:gravel","exdeorum:netherite_mesh","exdeorum:zinc_ore_chunk","1","8.00%","6"
"KubeJS","minecraft:sand","exdeorum:netherite_mesh","actuallyadditions:black_quartz","2","11%","6"
"JSON","minecraft:sand","exdeorum:netherite_mesh","ae2:certus_quartz_crystal","1","9.50%","6"
"JSON","minecraft:sand","exdeorum:netherite_mesh","ae2:charged_certus_quartz_crystal","1","3.50%","6"
"KubeJS","minecraft:sand","exdeorum:netherite_mesh","allthemodium:allthemodium_nugget","1","6%","6"
"KubeJS","minecraft:sand","exdeorum:netherite_mesh","alltheores:fluorite","2","12%","6"
"KubeJS","minecraft:sand","exdeorum:netherite_mesh","powah:uraninite","2","8%","6"
